,Whisky,Review
98,Ardbeg An Oa,"As an addition to the core range thought, you can sort it well as a beginner Ardbeg.Cool, phenolic smoke over lemon cake and lime slices. Maritime notes of seaweed, algae and sun-dried fish. Saline, spices come from afar. Over time dried apricots, later also red grapes. Long smoky.Lemon smoke with tobacco crumbles bounces on the tongue. Nice dry, ashy. Fine salt note, mild herbs, ginger, fine-sour chocolate. Becomes a bit bitter over time, but does not lose strength.Medium long, dry, smoky, with hints of roasted lemon slices."
99,Ardbeg An Oa,"Quick hit review.Let's call it the 'Tiny Beastie', as this bottling became more or less obsolete with Ardbeg's release of Wee Beastie. Vegetal peat smoke, brine and vanilla characterize both nose and palate, the old theme of sweetness and peat that can't go wrong. Smoked bacon, orange zest and mild pepper fade in the medium finish. A simple and yet enjoyable dram, but if in doubt, I would always go for Wee Beastie.RATING: 3.5/5.0 stars ≙ 84 pts → ABOVE AVERAGE"
100,Ardbeg An Oa,"The aroma, which is not typical for Ardbeg, contains dark chocolate, lemon zest and tobacco. The taste is slightly peaty with hints of dried bananas and spices. The finish is medium, peppery-chocolate, aniseed. Quite an unexpected profile, which you cannot blindly give to Ardbeg, mineral-chocolate, slightly fruity, not bad. RATING: 85pts - | 83 - 86 (B) → Good | - Not a “must”, but a nice-to-have."
101,Ardbeg An Oa,"(Tasted semi-blind; I knew it was Ardbeg, not which one)NOSE: Sweet bonfire ashes. Initially it smells like a relativelely dry, not so coastal peat, which has had a healthy dose of sherry maturation. Gradually a maritime influence comes along, with iodine, tar, old tarry boat ropes, some herbal greens, winter green, and that sweet oily smell which you get from combining Islay peated spirit with sherry casks. Quite rich and lovely but not terribly complex. With time becomes more and more green and herbal. (88-89p).TASTE: The arrival is rather fruity and slightly sweet. On the mid palate there are greengages, green bananas and green herbs, with eucaluptys and mint and also some bitter green herbs as well as some bitter wood tannins. (86p).EXIT: Sweet, slightly oily bonfire ashes. Mild black pepper. Green herbs. Quite nice. (86p).OVERALL: A very green and herbal, but a bit unbalanced. A not so very ardbeggy Ardbeg. Lovely nose, though. TOTAL SCORE 87 (86) points."
102,Ardbeg An Oa,"Nice Ardbeg, but certainly no improvement over the Ten, Corryvreckan or Uigeadail for me.Typical heavy but fresh Ardbeggian peat. Lemon, aniseed, chalky, sea spray, ropes and tar. Quite familiar, but I also get dates and banana.Dry peat with sour citrus notes. Fresh herbs (peppermint,cumin), artificial sweetness, a bit grassy and waxy.More restrained peat, quite mineral and a bizarre fizzy feeling of 7-up. Some milk chocolate and fades out dry."
103,Ardbeg An Oa,"It's a bit the tamed version of the Ten, I did not notice so much of the sherry influence, but a good complement of the standard range, which I would pour in now and then, if I did not have hundreds of samples in front of me ;-)Beautiful phenolic smoke, somehow I have the feeling of sitting in a pine forest, spicy, but also fresh, grated lemon peel, greasy, under it slightly leathery, the Ardbegsüße is also there, but not as superficial as the Ten, the existing fruit note is more in Direction yellow fruits, right sherry associations I have now in the nose no, after the first sip even fresher, more citrus, lightercreamy, directly a lot of smoke, here now relatively sweet, greasy, some cinnamon, pepper, syrupy, honey, yellow fruit, vanilla, slightly chalky, the mouthfeel itself is quite dry, if you smack something is the bacon also something milk chocolate to guess , quite creamy, delicious but also quite simpledry, the ashy and spicy smoke dominates here, fruit on the palate, otherwise the mouth is still full of smoke with a light citrus note"
104,Ardbeg An Oa,"Smoky dark chocolate with lemon peel, hay, tobacco and caramel. RATING: 85pts - [n21,t22,f21,b21] → |83-85: Decent|"
105,Ardbeg An Oa,"Nose: loads of fresh lemon, lemon peel, lemon drop sweets (Napoleon lemon balls), lemon curd, bitter oranges and lime which actually overpower the smoke and peatiness at first glance. Also there's some pencil shavings and a touch of milk chocolate.Taste: quite similar to the nose but a little less profound, clear citrus with again the lemon curd and sweets, spicy peatiness and the fresh wood notes.The finish is of medium length with smoked wood and has a honied lemony sweet/sour feel to it.Less smokey and peaty than expected on beforehand, but I really like the fresh lemony feel of this dram. I might even prefer this over the 10 year old.Edit: as the bottle level drops, the citrus notes shift more and more to the background. The ashy notes in the finish get more pronounced. It turns out to be a bit of a one trick pony, which does not improve with time. I'm dropping the score, still a decent enough dram though."
106,Ardbeg Corryvreckan,"[March, 2017]  Another Ardbeg re-taste:  When the first Corryvreckan was released I found it not just a very interesting dram with a new, never before tasted profile (due to its share of virgin oak matured malt) but it became my favourite modern Ardbeg too.  And I scored it 88 points.Today I tried a recent bottling of the Corryvreckan and - what a disappointment:  It is rather unbalanced and with a slightly drying/bitter finish (not as extreme as with the recent TEN or Uigeadail, but still unpleasant).  I guess Ardbeg increased the share of virgin oak matured spirit in this recipe significantly and this higher proportion of heavy tannins (and lower share of sweet bourbon flavours) harm not just the balance but the mouthfeel too.This is most probably due to the problem that LVHM has difficulties in sourcing enough bourbon casks from the US.  The Scotch whisky boom came at a time when the US whisky industry was in deep recession - so the Scotch demand for used bourbon casks was and still is much higher than the US distilleries can supply. As a consequence the Scottish distilleries cut down the maturation times to use the same cask more often (and mask this by introducing NAS whiskies) AND (as this was not enough) they had to use virgin oak casks in addition.  For sure they market this as an intentional strategy, nevertheless it is pure despair.  But what can you do if you do not have enough good quality casks at your hands?The outcome is devastating (at least to my taste buds) but hopefully they create a new followership among all the new whisky aficionados that do not know how good Ardbeg and all the other great drams once tasted (without heavy tannins)..."
107,Ardbeg Corryvreckan,"A very fierce, wild, extreme and also unbalanced malt with significant virgin-oak-influence, also with distinct Ardbeg-characteristics. Not my style, but well done.with water: leather satchels, tobacco leaves, Ardbeg ashtray, smoke, salt, lots of pepper, grapefruit, juniper, hyssop, camphor, cocoa, mocha, cider apples, light grapes, honey, vanilla, marzipan, caramel, black bread, lilacoily, powerful, it rolls over the tip of the tongue, lemon, honey, a lot of pepper, a lot of clove, grapefruit with the whites of the inner shell, lots of juniper, lots of hyssop, lots of anise, camphor, steamed nori leaves, cider apples, grape juice, vanilla, marzipan, a lot dark caramel, also the black bread and floral notes in the background - fierce. Then milk coffee, passing in strong mocha. Very spicy, but also sweet and bitter - and very intense. Finally, the Ardbeg ashtray and liquorice again.The ashtray sticks eternally in the mouth, in addition citrus notes with honey and dark chocolate with mocha as well as the bitter-sweet herbs ... and again the lilac, slightly soapy ... and again the camphor and tar"
108,Ardbeg Corryvreckan,"Ardbeg - and the hype goes on! Named after a whirlpool north of Jura, Corryvreckan is a NAS core range expression with cracking 57.1% ABV. With its combination of candy floss, orange zest and delicate BBQ peat smoke, the nose starts out promising. On the palate, the dry and spicy arrival is entirely dominated by French oak, followed by a blast of briny peatiness. Unpleasantly bitter herbs and grapefruit creep in, culminating in a peppery-dry finish which is medium at best. Not a complete disaster, but a bit disappointing given the whisky's reputation.RATING: 3.7/5.0 stars ≙ 85 pts → ABOVE AVERAGE [+]"
109,Ardbeg Corryvreckan,"Ardbeg Corryvreckan 57.1% ABV (Bottled November 2017):⁣Expectations were high but the cask influence is too overwhelming for my palate. I’ve seen rumors that the use of French Virgin Oak has increased with recent batches and that doesn’t surprise me one bit based on my tasting. This is still decent whisky but I don’t think it deserves any hype (at least my batch year).⁣⁣Score: 83/100⁣Vanilla sweetness, cigarette smoke, burnt toast, burning plastic, sea breeze salinity⁣Dominated by virgin oak influence that seems way too overpowering. Very dry and spicy. Dried herbs, peppery spice, burning plastic wires covered in tar.Long. Dry, bitter, ashy, oaky. Like sucking on some bitter burned oak. Somewhat unpleasant actually.⁣"
110,Ardbeg Corryvreckan,"The aroma is heavily smoked fruit with vanilla and coffee cake. In a strong and rich taste, bananas and smoked meat with cherry sauce. The finish is long, slightly sweet, smoky licorice. An absolutely gorgeous release, in which, with fairly simple derivatives, the degree and mix of alcohols is perfectly matched, a bottle for all occasions. RATING: 88pts - | 87 - 89 (B +) → Great | - Always nice to have a bottle of this."
